cell_id,dim1,dim2,dim3,library,phase,fucci_time_hrs
SRR11286511,0.46716666,0.8017236999999999,0.3728194,U2OS,G1,5.900456
SRR11286512,-0.009447903,-0.9174188,0.39781088,U2OS,S,16.226254
SRR11286513,0.80931145,-0.5851199,0.05147569,U2OS,G2M,25.127804
SRR11286514,0.103449814,-0.5286552,0.84250927,U2OS,S,16.353419
SRR11286515,0.43164787,-0.6754916999999999,0.59782195,U2OS,G2M,18.464357999999997
SRR11286516,-0.6874893,0.19773751,0.6987548000000001,U2OS,G1,2.4161349999999997
SRR11286517,-0.06083982,0.11279652,0.9917537000000001,U2OS,G1,2.594166
SRR11286518,0.63288164,-0.711457,0.30543359999999997,U2OS,G2M,16.836646000000002
SRR11286519,0.2641967,-0.86452866,0.42754003,U2OS,G2M,23.39836
SRR11286520,0.19533879999999998,-0.22835635,0.9537799000000001,U2OS,G1,0.534093
SRR11286521,0.9009814,-0.22625789,0.37018877,U2OS,G2M,19.125616
SRR11286522,0.94528776,-0.16827866,-0.2794875999999999,U2OS,S,14.191614000000001
SRR11286523,0.2657107,0.24515949999999997,0.93235964,U2OS,G1,2.5687330000000004
SRR11286524,0.61471885,-0.7751933000000001,0.14558905,U2OS,G2M,20.905926
SRR11286525,0.9761963,-0.21625826,0.016522774,U2OS,S,13.784685999999999
SRR11286526,0.97433424,0.18396685,-0.12972586,U2OS,S,10.1732
SRR11286527,0.7128524,-0.69301444,0.107574806,U2OS,G2M,17.243574000000002
SRR11286528,-0.8771635,0.34275013,-0.33631300000000003,U2OS,G1-G0 transition,2.085506
SRR11286529,0.6504025999999999,0.75657094,0.06765222,U2OS,G1,6.61258
SRR11286530,0.054189082,0.99395835,0.095447965,U2OS,G1,6.383683
SRR11286531,0.9193261999999999,-0.16442084,-0.35749853,U2OS,S,12.335005
SRR11286532,0.31902075,0.69598824,0.6432932,U2OS,G1,7.477302000000001
SRR11286533,0.33234063,-0.80089426,0.49811459999999996,U2OS,G2M,20.270101
SRR11286534,0.30855104,-0.82734936,0.4693499,U2OS,G2M,17.574202999999994
SRR11286535,0.93374974,0.35670352,-0.02956225,U2OS,S,14.089882000000001
SRR11286536,0.11073068,0.99297565,-0.041691217999999995,U2OS,G1,7.502734999999999
SRR11286537,0.5828972,-0.70905507,0.39682725,U2OS,G2M,21.567184
SRR11286538,0.9409625,-0.33568020000000004,0.043687355,U2OS,G2M,22.559071
SRR11286539,0.5960679,-0.7545911999999999,0.27439952,U2OS,G2M,19.939472
SRR11286540,0.73213613,-0.5077814,0.45402065,U2OS,G2M,21.338287
SRR11286541,-0.65752655,0.72400576,-0.20850547,U2OS,G1-G0 transition,7.655333000000001
SRR11286542,-0.96996975,0.0010365928,-0.24322298,U2OS,G1-G0 transition,3.3571560000000003
SRR11286543,0.9700607,-0.01877894,-0.24213575,U2OS,S,11.088788000000001
SRR11286544,0.44873434,-0.82308877,0.34808367,U2OS,G2M,18.235460999999997
SRR11286545,0.012990802,-0.3666966,0.9302499,U2OS,G1,0.406928
SRR11286546,0.9558767,0.25613009999999997,-0.14386486,U2OS,S,12.411304
SRR11286547,0.23918438,-0.09768499,0.9660479,U2OS,G1,1.398815
SRR11286549,0.89252335,0.4476059,-0.055234972,U2OS,S,9.232178999999999
SRR11286550,-0.22715935,0.07998503,0.9705673,U2OS,G1,1.602279
SRR11286551,0.24214478,-0.6531008,0.71751314,U2OS,G2M,17.065542999999998
SRR11286552,0.28276274,-0.93333405,0.22120738,U2OS,G2M,20.753328
SRR11286553,-0.6938087,0.013161748000000001,-0.72003907,U2OS,G1-G0 transition,5.84959
SRR11286554,-0.93915075,0.037080563999999996,-0.341498,U2OS,G1-G0 transition,7.222971999999999
SRR11286555,0.42606068,-0.81301457,0.3968369,U2OS,G2M,23.322060999999998
SRR11286556,0.33972886,-0.8445461999999999,0.41391528,U2OS,G2M,19.710575
SRR11286558,0.7445714,0.42893144,-0.5114988,U2OS,S,10.42753
SRR11286559,0.9944761000000001,-0.06466105,-0.08268161,U2OS,S,14.878305
SRR11286560,0.9261767,0.3367619,-0.16967039,U2OS,S,9.740839
SRR11286561,0.11346871,0.4223829000000001,0.8992873,U2OS,G1,2.1872380000000002
SRR11286562,0.48275524,-0.8031590999999999,0.34911716,U2OS,G2M,21.974111999999998
SRR11286563,0.9699309000000002,0.23350208,-0.06863479,U2OS,S,12.640201
SRR11286564,0.70931846,0.18041965,-0.68140745,U2OS,S,10.046035
