,Feature,Class,AbsoluteSHAPValue
3421,NPR1,G1,0.0006087591810626356
3422,NPR1,G1-G0 transition,0.0005183006549719897
3423,NPR1,G2M,0.00018627837401023433
3424,NPR1,S,0.0002951252165250968
3425,NPY1R,G0,0.00030810196051188354
3426,NPY1R,G1,0.0006745817480194048
3427,NPY1R,G1-G0 transition,0.0006304235085610363
3428,NPY1R,G2M,0.0002551432165786999
3429,NPY1R,S,0.0002721058430687883
3430,NR0B1,G0,0.00024729625423658674
3431,NR0B1,G1,0.0006189030347635653
3432,NR0B1,G1-G0 transition,0.0006249274624914407
3433,NR0B1,G2M,0.00016350578223193872
3434,NR0B1,S,0.0003173372598046714
3435,NR2E3,G0,0.00029983636166543907
3436,NR2E3,G1,0.0006739589740017807
3437,NR2E3,G1-G0 transition,0.000545897337144847
3438,NR2E3,G2M,0.00022826328906831226
3439,NR2E3,S,0.00036585498980199686
3440,NR5A2,G0,0.0011005151034700561
3441,NR5A2,G1,0.0009304769341500009
3442,NR5A2,G1-G0 transition,0.0011848166756064096
3443,NR5A2,G2M,0.0003690218979301953
3444,NR5A2,S,0.00034259754135051865
3445,NRARP,G0,0.0020169649722037177
3446,NRARP,G1,0.0018937697289028214
3447,NRARP,G1-G0 transition,0.0015373688874886088
3448,NRARP,G2M,0.0005453499248430704
3449,NRARP,S,0.0005074382461358056
3450,NRG2,G0,0.0002942542886443815
3451,NRG2,G1,0.0005873947405532931
3452,NRG2,G1-G0 transition,0.0005754604965692013
3453,NRG2,G2M,0.00028648791047374353
3454,NRG2,S,0.0002355144912176115
3455,NRTN,G0,0.0005241176467219248
3456,NRTN,G1,0.0007456653681977395
3457,NRTN,G1-G0 transition,0.000853137726879712
3458,NRTN,G2M,0.00027524454078969656
3459,NRTN,S,0.00036173534520603945
3460,NTF4,G0,0.0002420468715121001
3461,NTF4,G1,0.000637802845646544
3462,NTF4,G1-G0 transition,0.00062831528455791
3463,NTF4,G2M,0.00022029348721898089
3464,NTF4,S,0.000267859311037334
3465,NTRK2,G0,0.00032781643173283306
3466,NTRK2,G1,0.000518331337408179
3467,NTRK2,G1-G0 transition,0.0005865194243484974
3468,NTRK2,G2M,0.000168861470304339
3469,NTRK2,S,0.00031686974204103496
3470,NUF2,G0,0.0010740037659092143
3471,NUF2,G1,0.0029010174005638556
3472,NUF2,G1-G0 transition,0.003521111905937044
3473,NUF2,G2M,0.0020925870289326296
3474,NUF2,S,0.0018284800425899213
3475,NUSAP1,G0,0.0011099961073036462
3476,NUSAP1,G1,0.0006492880276684971
3477,NUSAP1,G1-G0 transition,0.0008154476682044361
3478,NUSAP1,G2M,0.0006578820195892338
3479,NUSAP1,S,0.00047289417732382746
3480,OAS1,G0,0.00026621252349395347
3481,OAS1,G1,0.0005211726519546488
3482,OAS1,G1-G0 transition,0.0005358021672801335
3483,OAS1,G2M,0.00015155893274477154
3484,OAS1,S,0.00042080803014525885
3485,OAS2,G0,0.00023000261684763494
3486,OAS2,G1,0.0004472049301743494
3487,OAS2,G1-G0 transition,0.0004425808705999605
3488,OAS2,G2M,0.0001957249711874295
3489,OAS2,S,0.00031720202959053937
3490,OAS3,G0,0.0003369755310932758
3491,OAS3,G1,0.0006134667980364962
3492,OAS3,G1-G0 transition,0.0006270886561515314
3493,OAS3,G2M,0.00026655135592507003
3494,OAS3,S,0.0003594529041556637
3495,OCA2,G0,0.0002965823474256611
3496,OCA2,G1,0.0005049632262361764
3497,OCA2,G1-G0 transition,0.0005704612993177534
3498,OCA2,G2M,0.0002680038833332128
3499,OCA2,S,0.00029192470550483586
3500,OLFML1,G0,0.00021719911991465173
3501,OLFML1,G1,0.0005986824336794031
3502,OLFML1,G1-G0 transition,0.00045663921470648203
3503,OLFML1,G2M,0.00020323588948676597
3504,OLFML1,S,0.00025610175486225
3505,OPLAH,G0,0.00034939032598703293
3506,OPLAH,G1,0.0005601471431949824
3507,OPLAH,G1-G0 transition,0.0005609846051244946
3508,OPLAH,G2M,0.0002158625606892557
3509,OPLAH,S,0.00038746225401388977
3510,ORAI3,G0,0.0002997249486606193
3511,ORAI3,G1,0.0006308123866270162
3512,ORAI3,G1-G0 transition,0.0005524601349305832
3513,ORAI3,G2M,0.00030701214896444533
3514,ORAI3,S,0.0003776435582316224
3515,ORC1,G0,0.00046541100608594164
3516,ORC1,G1,0.0012958115419324
3517,ORC1,G1-G0 transition,0.0006974898162460931
3518,ORC1,G2M,0.0008709121962827837
3519,ORC1,S,0.000305438472818441
3520,OSBPL6,G0,0.0008163850337479042
3521,OSBPL6,G1,0.00046169253102263167
3522,OSBPL6,G1-G0 transition,0.0008949151965584066
3523,OSBPL6,G2M,0.00024943069918656333
3524,OSBPL6,S,0.0006282985657231335
3525,OSCAR,G0,0.0003075328487633654
3526,OSCAR,G1,0.0005798102616857985
3527,OSCAR,G1-G0 transition,0.0006005999763758638
3528,OSCAR,G2M,0.0001417701846190721
3529,OSCAR,S,0.0003718036937337105
3530,OTOA,G0,0.00024499222230327185
3531,OTOA,G1,0.0005104055008442077
3532,OTOA,G1-G0 transition,0.0005362196329551344
3533,OTOA,G2M,0.0002860701424380807
3534,OTOA,S,0.00035139162302193574
3535,OVGP1,G0,0.00022934337265096303
3536,OVGP1,G1,0.0005685464053638356
3537,OVGP1,G1-G0 transition,0.0005172078770564595
3538,OVGP1,G2M,0.000271763001116503
3539,OVGP1,S,0.0002684330925081592
3540,OVOL1,G0,0.00025401053125202516
3541,OVOL1,G1,0.0004857398710313084
3542,OVOL1,G1-G0 transition,0.0005567184110734684
3543,OVOL1,G2M,0.00021970159510700118
3544,OVOL1,S,0.00031737402253364844
3545,OXCT2,G0,0.00023805764469384013
3546,OXCT2,G1,0.0005227320351498103
3547,OXCT2,G1-G0 transition,0.0004899386512585371
3548,OXCT2,G2M,0.00013121427561618156
3549,OXCT2,S,0.0002697048299930751
3550,PALMD,G0,0.00043366768638579395
3551,PALMD,G1,0.0008936723278412713
3552,PALMD,G1-G0 transition,0.0006441952714610244
3553,PALMD,G2M,0.0002150587864501277
3554,PALMD,S,0.00030313156383086356
3555,PAPLN,G0,0.0004966088305154673
3556,PAPLN,G1,0.0007347589001155403
3557,PAPLN,G1-G0 transition,0.000612269381020838
3558,PAPLN,G2M,0.00019688134605244713
3559,PAPLN,S,0.00028318953038771914
3560,PAQR4,G0,0.001129770711008499
3561,PAQR4,G1,0.0008255561692115125
3562,PAQR4,G1-G0 transition,0.0010874336803260226
3563,PAQR4,G2M,0.0005434552137581622
3564,PAQR4,S,0.0005884866528635829
3565,PAQR6,G0,0.0004228936378808186
3566,PAQR6,G1,0.000648080175302068
3567,PAQR6,G1-G0 transition,0.0005674156879376997
3568,PAQR6,G2M,0.00029098385799202246
3569,PAQR6,S,0.00034306946480053757
3570,PASK,G0,0.0002437543681436286
3571,PASK,G1,0.0006882445476668731
3572,PASK,G1-G0 transition,0.000601537574756807
3573,PASK,G2M,0.0003424306758873901
3574,PASK,S,0.00036601553520954874
3575,PCDH18,G0,0.0003273287095220482
3576,PCDH18,G1,0.000704742549645919
3577,PCDH18,G1-G0 transition,0.0011805270465867356
3578,PCDH18,G2M,0.00025371863542861684
3579,PCDH18,S,0.0005372005156517616
3580,PCDHB13,G0,0.0002876971252383269
3581,PCDHB13,G1,0.00062170236859394
3582,PCDHB13,G1-G0 transition,0.0006442999227023602
3583,PCDHB13,G2M,0.00013651338316942528
3584,PCDHB13,S,0.00032947362492708745
3585,PCDHB15,G0,0.0002865050134653093
3586,PCDHB15,G1,0.00056944398134639
3587,PCDHB15,G1-G0 transition,0.0005660081657936468
3588,PCDHB15,G2M,0.0001773661613578182
3589,PCDHB15,S,0.000326347775976088
3590,PCDHB6,G0,0.0003833737328426842
3591,PCDHB6,G1,0.0006412967932653916
3592,PCDHB6,G1-G0 transition,0.0006198633957008994
3593,PCDHB6,G2M,0.00018128877612363012
3594,PCDHB6,S,0.00030562969882206204
3595,PCDHB7,G0,0.00018806950935344255
3596,PCDHB7,G1,0.0006330376163264774
3597,PCDHB7,G1-G0 transition,0.0005818574771423779
3598,PCDHB7,G2M,0.00019014987419284154
3599,PCDHB7,S,0.00034297597801107206
3600,PCDHGA1,G0,0.0003295041685340672
3601,PCDHGA1,G1,0.0006969742443191906
3602,PCDHGA1,G1-G0 transition,0.0005932020725727608
3603,PCDHGA1,G2M,0.00020343736054639197
3604,PCDHGA1,S,0.00027440880118730364
3605,PCDHGA10,G0,0.0002472520356148968
3606,PCDHGA10,G1,0.00046167365115323627
3607,PCDHGA10,G1-G0 transition,0.0006013968862621424
3608,PCDHGA10,G2M,0.00016169116992995568
3609,PCDHGA10,S,0.00024089606373308925
3610,PCDHGA5,G0,0.00028832289241720007
3611,PCDHGA5,G1,0.0005160153171377277
3612,PCDHGA5,G1-G0 transition,0.0005377507355632833
3613,PCDHGA5,G2M,0.00017049824252109643
3614,PCDHGA5,S,0.0002268264084893106
3615,PCDHGA8,G0,0.00027671593809859796
3616,PCDHGA8,G1,0.0006238757053855976
3617,PCDHGA8,G1-G0 transition,0.0007009261049653272
3618,PCDHGA8,G2M,0.00022708935310653143
3619,PCDHGA8,S,0.0003078564824594751
3620,PCNA,G0,0.005469734689348355
3621,PCNA,G1,0.0028327879334143265
3622,PCNA,G1-G0 transition,0.003333651475970318
3623,PCNA,G2M,0.003168218900271287
3624,PCNA,S,0.004941036491228373
3625,PCSK1,G0,0.002299184149031197
3626,PCSK1,G1,0.0013553793862976578
3627,PCSK1,G1-G0 transition,0.0009490349709069747
3628,PCSK1,G2M,0.000495952106333459
3629,PCSK1,S,0.0008135385060976823
3630,PCSK1N,G0,0.0009497376065950299
3631,PCSK1N,G1,0.001095318140516034
3632,PCSK1N,G1-G0 transition,0.0012884699837851495
3633,PCSK1N,G2M,0.0003685177112598199
3634,PCSK1N,S,0.0006826072919763409
3635,PCSK4,G0,0.0002596690432301803
3636,PCSK4,G1,0.0005462841572094889
3637,PCSK4,G1-G0 transition,0.0006201169500153009
3638,PCSK4,G2M,0.00021487895384392425
3639,PCSK4,S,0.00018278778152271686
3640,PCSK9,G0,0.0002011908080936985
3641,PCSK9,G1,0.0006301612482538356
3642,PCSK9,G1-G0 transition,0.0005631400485863102
3643,PCSK9,G2M,0.00016836813400765657
3644,PCSK9,S,0.00037996279857994394
3645,PDCD4,G0,0.0006342008217519218
3646,PDCD4,G1,0.001002727872199542
3647,PDCD4,G1-G0 transition,0.0006954907504444212
3648,PDCD4,G2M,0.0001851153779692946
3649,PDCD4,S,0.0004913573825759718
3650,PDE4C,G0,0.0
3651,PDE4C,G1,0.0
3652,PDE4C,G1-G0 transition,0.0
3653,PDE4C,G2M,0.0
3654,PDE4C,S,0.0
3655,PDE6B,G0,0.00017739344017457542
3656,PDE6B,G1,0.0005153645119711452
3657,PDE6B,G1-G0 transition,0.0004873033499742419
3658,PDE6B,G2M,0.0001719615415602128
3659,PDE6B,S,0.0002801185837293948
3660,PDE6C,G0,0.0003100653953409843
3661,PDE6C,G1,0.000726604631908956
3662,PDE6C,G1-G0 transition,0.0004938499985684997
3663,PDE6C,G2M,0.00019480696790747162
3664,PDE6C,S,0.0003699853632757525
3665,PDGFB,G0,0.00026531608392772776
3666,PDGFB,G1,0.0005205132592765894
3667,PDGFB,G1-G0 transition,0.0006758282692131169
3668,PDGFB,G2M,0.00011295749692571105
3669,PDGFB,S,0.00034760333311916624
3670,PDGFRB,G0,0.0009135473555090426
3671,PDGFRB,G1,0.0007021303586570273
3672,PDGFRB,G1-G0 transition,0.0027442022381123856
3673,PDGFRB,G2M,0.00042231986902398287
3674,PDGFRB,S,0.00036414539835851167
3675,PENK,G0,0.00024411730030429393
3676,PENK,G1,0.0005723395756432674
3677,PENK,G1-G0 transition,0.0004596933050220878
3678,PENK,G2M,0.00024943745337834184
3679,PENK,S,0.0002868887764075348
3680,PEX5L,G0,0.00032103462203233654
3681,PEX5L,G1,0.0007297045606924165
3682,PEX5L,G1-G0 transition,0.0006854353831973275
3683,PEX5L,G2M,0.00023576401002137616
3684,PEX5L,S,0.00035085625898239394
3685,PGBD5,G0,0.00017964981042734496
3686,PGBD5,G1,0.0006818132600112024
3687,PGBD5,G1-G0 transition,0.0004403613905189745
3688,PGBD5,G2M,0.00020349212642318995
3689,PGBD5,S,0.0004134573828676042
3690,PGR,G0,0.00028662828461918676
3691,PGR,G1,0.0006727670443479868
3692,PGR,G1-G0 transition,0.0005485425398401195
3693,PGR,G2M,0.00020118884397472874
3694,PGR,S,0.00033408884690264905
3695,PHF21B,G0,0.00018425882204440168
3696,PHF21B,G1,0.0006403548316240315
3697,PHF21B,G1-G0 transition,0.0004880272771044956
3698,PHF21B,G2M,0.00023702492475721288
3699,PHF21B,S,0.00029214797864674365
3700,PHLDA1,G0,0.003908562038701709
3701,PHLDA1,G1,0.0017402381817790736
3702,PHLDA1,G1-G0 transition,0.0020343658407211865
3703,PHLDA1,G2M,0.0002691595198257822
3704,PHLDA1,S,0.0015669070416321834
3705,PHOSPHO1,G0,0.0002616327142891911
3706,PHOSPHO1,G1,0.0008179610614219857
3707,PHOSPHO1,G1-G0 transition,0.00062886831765423
3708,PHOSPHO1,G2M,0.00024256926494920669
3709,PHOSPHO1,S,0.0003700143135733903
3710,PHYHIPL,G0,0.00029156295526969796
3711,PHYHIPL,G1,0.0007393997772815379
3712,PHYHIPL,G1-G0 transition,0.00048584341918385106
3713,PHYHIPL,G2M,0.00021389718350976793
3714,PHYHIPL,S,0.00030853243301785137
3715,PI16,G0,0.00031843846017967
3716,PI16,G1,0.0005816403085962291
3717,PI16,G1-G0 transition,0.0007098687556167181
3718,PI16,G2M,0.0001680580785492075
3719,PI16,S,0.0002644152201252721
3720,PIF1,G0,0.0009233219180815322
3721,PIF1,G1,0.0017624612886442746
3722,PIF1,G1-G0 transition,0.0012972955537664341
3723,PIF1,G2M,0.0049855257132078515
3724,PIF1,S,0.0007781749891885337
3725,PIGW,G0,0.000933989873553003
3726,PIGW,G1,0.0013741705899444404
3727,PIGW,G1-G0 transition,0.0012031592176707593
3728,PIGW,G2M,0.000718700400819348
3729,PIGW,S,0.0003422971504950909
3730,PIK3IP1,G0,0.0005572763713999239
3731,PIK3IP1,G1,0.0007644474502150091
3732,PIK3IP1,G1-G0 transition,0.0006682947582241965
3733,PIK3IP1,G2M,0.00017588553143856265
3734,PIK3IP1,S,0.00041019163026666933
3735,PIMREG,G0,0.0006028913029581588
3736,PIMREG,G1,0.001073384230150979
3737,PIMREG,G1-G0 transition,0.000835265684408794
3738,PIMREG,G2M,0.000708492130888412
3739,PIMREG,S,0.0016785342741810956
3740,PIP5K1B,G0,0.00026480902921082757
3741,PIP5K1B,G1,0.0006394862692778007
3742,PIP5K1B,G1-G0 transition,0.0005093383137844779
3743,PIP5K1B,G2M,0.00013438505151243586
3744,PIP5K1B,S,0.00037774636828002387
3745,PIPOX,G0,0.0005178197053716203
3746,PIPOX,G1,0.0006460640414010818
3747,PIPOX,G1-G0 transition,0.0006267567969795251
3748,PIPOX,G2M,0.00023701242447186083
3749,PIPOX,S,0.0003795615340167175
3750,PIWIL2,G0,0.00021913381158569808
3751,PIWIL2,G1,0.0006852426362811878
3752,PIWIL2,G1-G0 transition,0.00048252989619237946
3753,PIWIL2,G2M,0.00014889597241164553
3754,PIWIL2,S,0.0002625064532279201
3755,PKDREJ,G0,0.0001979362845537304
3756,PKDREJ,G1,0.0005706211679592185
3757,PKDREJ,G1-G0 transition,0.0004630485683679526
3758,PKDREJ,G2M,0.0001769167035829673
3759,PKDREJ,S,0.00029054499489531923
3760,PKMYT1,G0,0.00045643438517931913
3761,PKMYT1,G1,0.0007474392171984886
3762,PKMYT1,G1-G0 transition,0.0006271102174599148
3763,PKMYT1,G2M,0.00025709655157262796
3764,PKMYT1,S,0.0007968266467173501
3765,PKNOX2,G0,0.0002548815409864329
3766,PKNOX2,G1,0.0007316626178814672
3767,PKNOX2,G1-G0 transition,0.0005586350941877645
3768,PKNOX2,G2M,0.00022784106836466414
3769,PKNOX2,S,0.0003974014389071542
3770,PLBD1,G0,0.00025790016011815656
3771,PLBD1,G1,0.0005233424290524683
3772,PLBD1,G1-G0 transition,0.0005790852043657291
3773,PLBD1,G2M,0.0003004288656017054
3774,PLBD1,S,0.0002881277260076689
3775,PLCH1,G0,0.0003156666237046348
3776,PLCH1,G1,0.0006062909446935532
3777,PLCH1,G1-G0 transition,0.0007031456029906685
3778,PLCH1,G2M,0.0001970703861262515
3779,PLCH1,S,0.0003701295308959668
3780,PLCH2,G0,0.00032322692070343696
3781,PLCH2,G1,0.000660745183787996
3782,PLCH2,G1-G0 transition,0.0007777406615062843
3783,PLCH2,G2M,0.0001817485321407629
3784,PLCH2,S,0.0003304178959015491
3785,PLCXD3,G0,0.0008882546165346037
3786,PLCXD3,G1,0.0009131137287616831
3787,PLCXD3,G1-G0 transition,0.0007529403620185374
3788,PLCXD3,G2M,0.00026806469758883407
3789,PLCXD3,S,0.0004076236320561644
3790,PLD4,G0,0.0003519853728053461
3791,PLD4,G1,0.0007743731378977659
3792,PLD4,G1-G0 transition,0.0010670373976200645
3793,PLD4,G2M,0.00033787987791289567
3794,PLD4,S,0.0007012472825439557
3795,PLEK,G0,0.00024735378364730033
3796,PLEK,G1,0.0007455851698382322
3797,PLEK,G1-G0 transition,0.0005471638614623392
3798,PLEK,G2M,0.00021088411759677818
3799,PLEK,S,0.00024113113904274849
3800,PLEKHD1,G0,0.00026977782572022306
3801,PLEKHD1,G1,0.0006313426670673932
3802,PLEKHD1,G1-G0 transition,0.0005804927582588761
3803,PLEKHD1,G2M,0.0002337043663140511
3804,PLEKHD1,S,0.00027221894929511866
3805,PLIN5,G0,0.0003043760243121473
3806,PLIN5,G1,0.0006722442045316005
3807,PLIN5,G1-G0 transition,0.0005794718333121485
3808,PLIN5,G2M,0.00019607130736770908
3809,PLIN5,S,0.00033199689537375754
3810,PLK1,G0,0.000811630791998666
3811,PLK1,G1,0.0012008051782486833
3812,PLK1,G1-G0 transition,0.0016243460742881122
3813,PLK1,G2M,0.0023983842999557485
3814,PLK1,S,0.002835331802332967
3815,PLPPR4,G0,0.000302447168953906
3816,PLPPR4,G1,0.000677414915604012
3817,PLPPR4,G1-G0 transition,0.0005041543919287465
3818,PLPPR4,G2M,0.00021619125763721228
3819,PLPPR4,S,0.000335414047085317
3820,PLXDC1,G0,0.00024380356681940867
3821,PLXDC1,G1,0.000575548893797836
3822,PLXDC1,G1-G0 transition,0.0006002863719715166
3823,PLXDC1,G2M,0.00019249862242262533
3824,PLXDC1,S,0.0002464180361873746
3825,PLXNC1,G0,0.0002227226057463832
3826,PLXNC1,G1,0.000596085714122881
3827,PLXNC1,G1-G0 transition,0.0006229758377395221
3828,PLXNC1,G2M,0.0001448073157127595
3829,PLXNC1,S,0.0003228763973171084
3830,PNMA8C,G0,0.00028958785856056406
3831,PNMA8C,G1,0.0005766350876562591
3832,PNMA8C,G1-G0 transition,0.0005424070660369817
3833,PNMA8C,G2M,0.0002027782493036827
3834,PNMA8C,S,0.00023713453560671342
3835,PNPLA5,G0,0.00018079421022578097
3836,PNPLA5,G1,0.000564402810208056
3837,PNPLA5,G1-G0 transition,0.0005972308995575062
3838,PNPLA5,G2M,0.0001672153794179503
3839,PNPLA5,S,0.00034993237969254846
3840,POC5,G0,0.0005749016312345972
3841,POC5,G1,0.0008441675925708441
3842,POC5,G1-G0 transition,0.0006887741474940027
3843,POC5,G2M,0.00034728507684855017
3844,POC5,S,0.0004285073422823403
3845,POLA1,G0,0.00021755290459145042
3846,POLA1,G1,0.0007247760878199094
3847,POLA1,G1-G0 transition,0.000569110466809537
3848,POLA1,G2M,0.00024156881745959787
3849,POLA1,S,0.0002984401785792637
3850,POLA2,G0,0.0007431332957397445
3851,POLA2,G1,0.0007274350446442456
3852,POLA2,G1-G0 transition,0.0011092149090078237
3853,POLA2,G2M,0.0003158652139589904
3854,POLA2,S,0.0006340845540075811
3855,POLD3,G0,0.0009539954409987065
3856,POLD3,G1,0.0009573601728647688
3857,POLD3,G1-G0 transition,0.0008773606480569358
3858,POLD3,G2M,0.00044433831767639307
3859,POLD3,S,0.0011968887008738129
3860,POLD4,G0,0.0006767575521185951
3861,POLD4,G1,0.0006745550907951493
3862,POLD4,G1-G0 transition,0.0008714009021687987
3863,POLD4,G2M,0.00021600507250000133
3864,POLD4,S,0.00033621762947276117
3865,POPDC2,G0,0.0002311107518333663
3866,POPDC2,G1,0.0006303869927669658
3867,POPDC2,G1-G0 transition,0.0006588466866073098
3868,POPDC2,G2M,0.00019395962794375134
3869,POPDC2,S,0.00035052137845675613
3870,POU6F2,G0,0.00033834354012481153
3871,POU6F2,G1,0.0006784083458916326
3872,POU6F2,G1-G0 transition,0.0005859671622896977
3873,POU6F2,G2M,0.0002512421341738986
3874,POU6F2,S,0.0004186413445999485
3875,PPARGC1A,G0,0.0003097055664579593
3876,PPARGC1A,G1,0.000647397346802091
3877,PPARGC1A,G1-G0 transition,0.0005285595977249712
3878,PPARGC1A,G2M,0.00024187330242528496
3879,PPARGC1A,S,0.00023811321236613266
3880,PPARGC1B,G0,0.0004751836942209464
3881,PPARGC1B,G1,0.0007440461543263945
3882,PPARGC1B,G1-G0 transition,0.000883454564228725
3883,PPARGC1B,G2M,0.00021323662540211272
3884,PPARGC1B,S,0.00033694902838550533
3885,PPP1R14A,G0,0.002906167723069853
3886,PPP1R14A,G1,0.0014293104793743263
3887,PPP1R14A,G1-G0 transition,0.002257970088527351
3888,PPP1R14A,G2M,0.0003038906468584295
3889,PPP1R14A,S,0.00036034708542604955
3890,PPP1R27,G0,0.00029594197891309667
3891,PPP1R27,G1,0.0006161891322930271
3892,PPP1R27,G1-G0 transition,0.0005775344734895132
3893,PPP1R27,G2M,0.00016629712542696714
3894,PPP1R27,S,0.0003102460763825956
3895,PPP1R36,G0,0.00025436127107112696
3896,PPP1R36,G1,0.0007320307683633719
3897,PPP1R36,G1-G0 transition,0.0005862924172986563
3898,PPP1R36,G2M,0.0002525486817691948
3899,PPP1R36,S,0.00033179399817350017
3900,PPP1R3B,G0,0.0003067855893676636
3901,PPP1R3B,G1,0.0005969377395762437
3902,PPP1R3B,G1-G0 transition,0.0006367741099984705
3903,PPP1R3B,G2M,9.734699446015017e-05
3904,PPP1R3B,S,0.00017646598873612186
3905,PPP1R3C,G0,0.00032748344949143967
3906,PPP1R3C,G1,0.0006354590906487535
3907,PPP1R3C,G1-G0 transition,0.0005237948549114387
3908,PPP1R3C,G2M,0.00018823589157732776
3909,PPP1R3C,S,0.0003790443424464895
3910,PPP1R3G,G0,0.00018682241690794172
3911,PPP1R3G,G1,0.0005611218951109668
3912,PPP1R3G,G1-G0 transition,0.000555262169160739
3913,PPP1R3G,G2M,0.00016300298888658493
3914,PPP1R3G,S,0.0002579563392437241
3915,PPP1R42,G0,0.0003810186644641664
3916,PPP1R42,G1,0.0005718505301800045
3917,PPP1R42,G1-G0 transition,0.0005994968526068395
3918,PPP1R42,G2M,0.0001887332381874825
3919,PPP1R42,S,0.00027889927377692863
3920,PRAP1,G0,0.00022631748838305648
3921,PRAP1,G1,0.0005689398330435321
3922,PRAP1,G1-G0 transition,0.0006276122439215368
3923,PRAP1,G2M,0.00015960216665735738
3924,PRAP1,S,0.0002683635235368823
3925,PRCD,G0,0.0002996735018178554
3926,PRCD,G1,0.0005480521384965346
3927,PRCD,G1-G0 transition,0.0006247699922854366
3928,PRCD,G2M,0.000210804114535256
3929,PRCD,S,0.0002842797102971406
3930,PRLR,G0,0.00021601905854462636
3931,PRLR,G1,0.0005575759051442103
3932,PRLR,G1-G0 transition,0.0005546346404583125
3933,PRLR,G2M,0.00024243592249998094
3934,PRLR,S,0.00021382256713957514
3935,PRR18,G0,0.0
3936,PRR18,G1,0.0
3937,PRR18,G1-G0 transition,0.0
3938,PRR18,G2M,0.0
3939,PRR18,S,0.0
3940,PRRG2,G0,0.0006219128081150199
3941,PRRG2,G1,0.0006651628909320091
3942,PRRG2,G1-G0 transition,0.0007219124807721385
3943,PRRG2,G2M,0.00030877226031278415
3944,PRRG2,S,0.00041737948410385607
3945,PRRG4,G0,0.0003716544848642417
3946,PRRG4,G1,0.0004712948302845464
3947,PRRG4,G1-G0 transition,0.0005108055513700535
3948,PRRG4,G2M,0.000176085844167435
3949,PRRG4,S,0.0002560250956328261
3950,PRRT4,G0,0.00022593475861131153
3951,PRRT4,G1,0.0005921915059780322
3952,PRRT4,G1-G0 transition,0.0006382510393260167
3953,PRRT4,G2M,0.00021997053104097166
3954,PRRT4,S,0.00024447647734492285
3955,PRSS35,G0,0.00045882272477542897
3956,PRSS35,G1,0.0006437549672409314
3957,PRSS35,G1-G0 transition,0.0006022293505533552
3958,PRSS35,G2M,0.0002066838995685111
3959,PRSS35,S,0.00037516099176073596
3960,PSD2,G0,0.00024474636063056074
3961,PSD2,G1,0.0003892082603540279
